520;865;60
540;765;50
590;655;40
640;610;30
690;580;40
740;555;50
830;555;60
39950;555;60
40050;570;50
40100;585;40
40150;620;30
40200;675;40
40250;790;50
40250;900;60
40250;46300;60
40200;46460;50
40150;46515;40
40100;46550;30
40050;46565;40
40000;46575;50
39950;46575;60
815;46575;60
770;46580;50
720;46565;40
670;46545;30
620;46510;40
570;46455;50
520;46300;60
